AEL, 10324058, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO
AEM, 10106010, AGNICO-EAGLE MINES LTD
AEMD, 31167143, AETHLON MEDICAL INC
AEO, 10217033, AMERICAN EAGLE OUTFITTERS IN
AEP, 20744096, AMERICAN ELEC PWR CO INC
AER, 31062123, AERCAP HOLDINGS NV
AERI, 20636085, AERIE PHARMACEUTICALS INC
AES, 20744095, THE AES CORPORATION
AET, 20637087, AETNA INC.(NEW)
AETI, 31061119, AMERICAN ELECTRIC TECHNOLOGIES
AEUA, -10, -10
AEY, 31167142, ADDVANTAGE TECHNOLOGIES GROUP INC
AEZS, 20635084, AETERNA ZENTARIS INC
AFAM, -10, -10
AFB, 10319042, ALLIANCEBERNSTEIN NATIONAL MUN
AFC, 10319042, ALLIED CAP CORP (ALD) 6.8750% 4/15/47 SERIES
AFG, 10325059, AMERICAN FINL GP (HOLD CO)
AFGE, -1, AMER FINL GROUP 6.2500% 9/30/54
AFGH, -1, AMERICAN FINL GROUP INC 6% SUB DEBENTURES DUE 2055
AFH, 10325059, ATLAS FINANCIAL HOLDINGS INC
AFHBL, -10, -10
AFI, 10102002, ARMSTRONG FLOORING INC
AFL, 10324058, AFLAC INC
AFMD, 20635084, AFFIMED NV
AFSD, -10, -10
AFSI, 10325059, AMTRUST FINANCIAL SERVICES INC
AFSI_A, -10, -10
AFSI_B, -10, -10
AFSI_C, -10, -10
AFSI_D, -10, -10
AFSI_E, -10, -10
AFSI_F, -10, -10
AFSS, -1, AMTRUST FINL SVCS INC 7.25% SUB NTS DUE 2055 (DE)
AFST, -1, AMTRUST FINANCIAL SERVICES INC7.50% SUBORDINATED NOTES
AFT, 10319042, APOLLO SENIOR FLOATING RATE FUND INC
AFTY, -1, CSOP FTSE CHINA A50 ETF/UNITED STATES
AG, 10106012, FIRST MAJESTIC SILVER CORP
AGC, 10319042, ADVENT CLAYMORE CONVERTIBLE SE
AGCO, 31059116, AGCO CORP
AGD, 10319042, ABERDEEN GLOBAL DYNAMIC DIVIDEND FUND
AGEN, 20635084, AGENUS INC
AGFS, 10101001, AGROFRESH SOLUTIONS INC
AGFSW, -10, -10
AGGE, -1, INDEXIQ ETF TRUST - IQ ENHANCED CORE BOND U.S. ETF
AGGP, -1, INDEXIQ ETF TRUST - IQ ENHANCED CORE PLUS BOND U.S. ETF
AGGY, -1, WISDOMTREE TR BARCLAYS U S AGGREGATE BD ENHANCED YIELD FD
AGI, 10106010, ALAMOS GOLD INC.
AGII, -10, -10
AGIIL, -10, -10
AGIO, 20635084, AGIOS PHARMACEUTICALS INC
AGLE, 20635084, AEGLEA BIOTHERAPEUTICS INC
AGM, 10322056, FED AGRICLT MTG CP CL C NON-VT
AGM-A, -10, -10
AGM_A, 10322056, FED AGRICLTRAL MTG CP CL A VTG
AGM_B, -10, -10
AGM_C, -10, -10
AGN, 20636086, ALLERGAN PLC
AGN_A, -10, -10
AGNC, 10428069, AGNC INVESTMENT CORP
AGNCB, -10, -10
AGNCN, -10, -10
AGO, 10326061, ASSURED GUARNATY LTD
AGO_B, -10, -10
AGO_E, -10, -10
AGO_F, -10, -10
AGR, 20744096, AVANGRID INC
AGRO, 20531075, ADECOAGRO SA
AGRX, 20636086, AGILE THERAPEUTICS INC
AGT, -1, BLACKROCK FUND ADVISORS - ISHARES MSCI ARGENTINA AND GLOBAL EXPOSURE ETF
AGTC, 20635084, APPLIED GENETIC TECHNOLOGIES CORP/DE
AGU, -10, -10
AGX, 31058114, ARGAN INC
AGYS, 31165133, AGILYSYS INC
AHC, 10215031, AH BELO CORP
AHGP, -10, -10
AHH, 10428064, ARMADA HOFFLER PROPERTIES INC
AHL, 10326060, ASPEN INSURANCE HOLDINGS LTD ORD
AHL_C, -10, -10
AHL_D, -10, -10
AHP, -10, -10
AHP_B, -10, -10
AHPA, -10, -10
AHPAU, -10, -10
AHPAW, -10, -10
AHPI, 20639090, ALLIED HEALTHCARE PRODS INC
AHT, 10428066, ASHFORD HOSPITALITY TRUST INC
AHT_D, -10, -10
AHT_F, -10, -10
AHT_G, -10, -10
AHT_H, -10, -10
AI, 10320052, ARLINGTON ASSET INVESTMENT COR
AI_B, -10, -10
AIB-CL, -10, -10
AIC, -1, ARLINGTON ASSET INVESTMENT 6 3/4 3/15/25 PFD
AIEQ, -1, ETF MANAGERS GROUP LLC - EQUBOT WITH WATSON AI TOTAL US ETF
AIF, 10319042, APOLLO TACTICAL INCOME FUND INC
AIG, 10323057, AMERICAN INTL GROUP INC
AIG-WS, -10, -10
AIMC, 31061119, ALTRA INDUSTRIAL MOTION CORP
AIMT, 20635084, Aimmune Therapeutics Inc
AIN, 10211025, ALBANY INTL CORP CL A
AINC, 10319042, ASHFORD INC
AINV, 10319042, APOLLO INVESTMENT CORP
AIR, 31052107, A A R CORP
AIRG, 31166135, AIRGAIN INC
AIRI, 31052107, AIR INDUSTRIES GROUP
AIRT, 31062124, AIR T INC
AIT, 31060117, APPLIED INDUSTRIAL TECHS INC.
AIV, 10428069, APARTMENT INVST & MGMT CO
AIV_A, -10, -10
AIW, -1, ARLINGTON ASSET 6.6250% 5/01/23 SERIES
AIY, -1, APOLLO INVESTMENT CORP
AIZ, 10323057, ASSURANT INC
AJG, 10321055, GALLAGHER ARTHUR J.& CO
AJRD, 31052107, AEROJET ROCKETDYNE HOLDINGS INC
AJX, 10428064, GREAT AJAX CORP
AJXA, -1, Great Ajax Corp.
AKAM, 31165133, AKAMAI TECHNOLOGIES INC
AKAO, 20635084, ACHAOGEN INC
AKBA, 20635084, AKEBIA THERAPEUTICS INC
AKCA, 20635084, Akcea Therapeutics Inc
AKER, 20642093, AKERS BIOSCIENCES INC
AKG, 10106010, KEEGAN RESOURCES INC
AKO-A, -10, -10
AKO-B, -10, -10
AKP, 10319042, ALLIANCE CALIFORNIA INCOME FD
AKR, 10428070, ACADIA REALTY TRUST
AKRX, 20636086, AKORN INC
AKS, 10107013, AK STEEL HOLDING CORP
AKTS, 31166135, Akoustis Technologies Inc
AKTX, 20635084, AKARI THERAPEUTICS PLC
AL, 31056111, AIR LEASE CORP
ALB, 10103004, ALBEMARLE CORP
ALBO, 20635084, ALBIREO PHARMA INC
ALCO, 20531075, ALICO INC
ALDR, 20635084, ALDER BIOPHARMACEUTICALS INC
ALDW, -10, -10
ALDX, 20635084, ALDEYRA THERAPEUTICS INC
ALE, 20744096, ALLETE INC NEW
ALEX, 10428064, ALEXANDER & BALDWIN INC.
ALFI, -1, ETF SER SOLUTIONS ALPHACLONE INTL ETF (DE)
ALG, 31059116, ALAMO GROUP
ALGN, 20639090, ALIGN TECHNOLOGY INC
ALGT, 31053108, ALLEGIANT TRAVEL CO
ALIM, 20636085, ALIMERA SCIENCES INC
ALJJ, 31054109, ALJ REGIONAL HOLDINGS INC
ALK, 31053108, ALASKA AIR GROUP INC
ALKS, 20635084, ALKERMES PLC
ALL, 10325059, ALLSTATE CORP (THE)
ALL_A, -10, -10
ALL_B, -10, -10
ALL_C, -10, -10
ALL_D, -10, -10
ALL_E, -10, -10
ALL_F, -10, -10
ALLE, 31056112, ALLEGION PLC
ALLT, 31166135, ALLOT LTD
ALLY, 10320052, ALLY FINANCIAL INC
ALLY_A, -10, -10
ALN, -10, -10
ALNA, 20635084, ALLENA PHARMACEUTICALS INC
ALNY, 20635084, ALNYLAM PHARMACEUTICALS INC
ALO, 10106010, ALIO GOLD INC
ALOG, 20640091, ANALOGIC CORP
ALOT, 31167137, ASTRONOVA INC
ALP_O-CL, -10, -10
ALP_Q, -10, -10
ALPN, 20635084, ALPINE IMMUNE SCIENCES INC
ALQA, 20636085, ALLIQUA BIOMEDICAL INC
ALRM, 31165133, ALARM COM HLDGS INC COM
ALRN, 20635084, AILERON THERAPEUTICS INC
ALSK, 30845100, ALASKA COMMUNICATIONS SYSTEMS GROUP INC
ALSN, 10209018, ALLISON TRANSMISSION HOLDINGS INC
ALT, 20635084, ALTIMMUNE INC
ALTR, 31165134, ALTAIR ENGINEERING INC
ALTY, -1, GLOBAL X MANAGEMENT COMPANY LLC - GLOBAL X SUPERDIVIDEND ALTERNATIVES ETF
ALV, 10209018, AUTOLIV INC
ALX, 10428070, ALEXANDERS INC
ALXN, 20635084, ALEXION PHARMACEUTICALS INC
AM, 30949104, ANTERO MIDSTREAM CORP
AMAG, 20635084, AMAG PHARMACEUTICALS INC
AMAT, 31169145, APPLIED MATERIALS INC
AMBA, 31169145, AMBARELLA INC
AMBC, 10326061, AMBAC FINANCIAL GROUP INC/NEW
AMBCW, -10, -10
AMBR, 31165133, AMBER ROAD INC
AMC, 10210023, AMC ENTERTAINMENT HOLDINGS INC
AMCA, -1, BLACKROCK FUND ADVISORS - ISHARES RUSSELL 1000 PURE U.S. REVENUE ETF
AMCN, 10208015, AIRMEDIA GROUP INC
AMCX, 10210023, AMC NETWORKS INC
AMD, 31169147, ADVANCED MICRO DEVICES INC
AMDA, -10, -10
AME, 31061119, AMETEK INC NEW
AMED, 20638089, AMEDISYS INC
AMFW, -10, -10
AMG, 10319042, AFFILIATED MANAGERS GROUP IN
AMGN, 20635084, AMGEN INC
AMGP, -10, -10
AMH, 10428069, AMERICAN HOMES 4 RENT
AMH_C, -10, -10
AMH_D, -10, -10
AMH_E, -10, -10
AMH_F, -10, -10
AMH_G, -10, -10
AMID, 30949104, AMERICAN MIDSTREAM PARTNERS LP
AMKR, 31169147, AMKOR TECHNOLOGY INC
AMLX, -10, -10
AMMA, -10, -10
AMN, 20638089, AMN HEALTHCARE SERVICES
AMNB, 10320050, AMERICAN NATIONAL BANKSHARES INC
AMOT, 31167141, ALLIED MOTION TECHNOLOGIES INC
AMOV, 30845100, AMERICA MOVIL SA DE CV
AMP, 10319042, AMERIPRISE FINANCIAL  INC. COM STK
AMPE, 20635084, AMPIO PHARMACEUTICALS INC
AMPH, 20636086, AMPHASTAR PHARMACEUTICALS INC
AMRB, 10320050, AMERICAN RIVER BANKSHARES
AMRC, 31058114, AMERESCO INC
AMRK, 10321053, A-MARK PRECIOUS METALS INC
AMRN, 20635084, AMARIN CORP PLC
AMRS, 10103004, AMYRIS INC
AMS, 20638089, AMERICAN SHARED HOSPITAL
AMSC, 31167141, AMERICAN SUPERCONDUCTOR CORP
AMSF, 10325059, AMERISAFE INC
AMSWA, -10, -10
AMT, 30845100, AMERICAN TOWER REIT INC
AMT_B, -10, -10
AMTD, 10321053, TD AMERITRADE HOLDING CORP
AMTX, 10103004, AEMETIS INC
AMWD, 10212028, AMERICAN WOODMARK CORP
AMX, 30845100, AMERICA MOVIL ADS (REP 20-L)
AMZA, -1, INFRACAP MLP ETF
AMZN, 10217037, AMAZON.COM INC
AN, 10209016, AUTONATION INC
ANAB, 20635084, ANAPTYSBIO INC
ANAT, 10325059, AMERICAN NATIONAL INSURANCE
ANCB, 10320051, ANCHOR BANCORP
ANCX, 10320050, ACCESS NATIONAL CORP
ANDA, -10, -10
ANDAR, -10, -10
ANDAU, -10, -10
ANDAW, -10, -10
ANDE, 20533081, ANDERSONS INC/THE
ANDV, 30950105, ANDEAVOR
ANDX, 30949104, ANDEAVOR LOGISTICS LP
ANET, 31167137, ARISTA NETWORKS INC
ANF, 10217033, ABERCROMBIE & FITCH CO CL-A
ANFI, 20531077, AMIRA NATURE FOODS LTD
ANGI, 31168144, ANGI HOMESERVICES INC-A
ANGO, 20642093, ANGIODYNAMICS INC
ANH, 10428064, ANWORTH MRTG ASSET CORP
ANH_A, -10, -10
ANH_B, -10, -10
ANH_C, -10, -10
ANIK, 20635084, ANIKA THERAPEUTICS INC
ANIP, 20635084, ANI PHARMACEUTICALS INC
ANSS, 31165133, ANSYS INC
ANTH, 20635084, ANTHERA PHARMACEUTICALS INC
ANTM, 20637087, ANTHEM INC
ANTX, -10, -10
ANW, 30948103, AEGEAN MARINE PETROLEUM NETWORK INC
ANY, 31165133, SPHERE 3D CORP
AOBC, 31052107, AMERICAN OUTDOOR BRANDS CORP
AOD, 10319042, ABERDEEN TOTAL DYNAMIC DIVIDEND FUND
AOI, -10, -10
AON, 10321055, AON PLC
AOS, 31061119, SMITH A O CORP
AOSL, 31169147, ALPHA & OMEGA SEMICONDUCTOR LTD
AOXG, -10, -10
AP, 31061119, AMPCO PITTSBURGH CORP
APA, 30947102, APACHE CORP
APAM, 10319042, ARTISAN PARTNERS ASSET MANAGEMENT INC
APB, 10319042, ASIA PACIFIC FUND INC
APC, 30947102, ANADARKO PETROLEUM CORP
APD, 10103003, AIR PROD&CHEM INC
APDN, 31056112, APPLIED DNA SCIENCES INC
APDNW, -10, -10
APEI, 20532078, AMERICAN PUBLIC EDUCATION INC
APEN, 20639090, APOLLO ENDOSURGERY INC
APF, 10319042, MRG STLY ASIA-PACIFIC
APH, 31167141, AMPHENOL CORP (NEW) CL-A
APHB, 20635084, AMPLIPHI BIOSCIENCES CORP
APLE, 10428066, APPLE HOSPITALITY REIT INC COM NEW (VA)
APLP, -10, -10
APLS, 20635084, APELLIS PHARMACEUTICALS INC
APO, 10319042, APOLLO GLOBAL MANAGEMENT LLC
APO_A, -10, -10
APOG, 10102002, APOGEE ENTERPRISES INC
APOP, 20635084, CELLECT BIOTECHNOLOGY LTD.
APOPW, -10, -10
APPF, 31165133, APPFOLIO INC COM CL A
APPN, 31165134, APPIAN CORP
APPS, 31165133, DIGITAL TURBINE INC
APRI, -10, -10
APRN, 10217037, BLUE APRON HOLDINGS INC
APT, 10102002, ALPHA PRO TECH LTD
APTI, 31165133, APPTIO INC
APTO, 20635084, APTOSE BIOSCIENCES INC
APTS, 10428069, PREFERRED APARTMENT COMMUNITIES INC
APU, 20744097, AMERIGAS PRTNRS LP UTS(RP COMM
APVO, 20635084, APTEVO THERAPEUTICS INC COM WI
APWC, 31167142, ASIA PACIFIC WIRE & CABLE CORP LTD
AQ, 31169147, AQUANTIA CORP
AQB, 20635084, AQUA BOUNTY TECHNOLOGIES INC
AQMS, 31064129, AQUA METALS INC COM STK (DE)
AQN, 20743094, ALGONQUIN POWER & UTILITIES CORP
AQUA, 31061121, EVOQUA WATER TECHNOLOGIES CORP
AQXP, 20636086, AQUINOX PHARMACEUTICALS INC
AR, 30947102, ANTERO RESOURCES CORP
ARA, 20640091, AMERICAN RENAL ASSOCS HLDGS INC COM
ARAY, 20639090, ACCURAY INC
ARC, 31054109, ARC DOCUMENT SOLUTIONS INC
ARCB, 31062127, ARCBEST CORP
ARCC, 10319042, ARES CAPITAL CORP
ARCH, 10104005, ARCH COAL INC.
ARCI, 10217037, APPLNC RECYCLNG CTRS AMER
ARCM, -1, ARROW INVESTMENTS TRUST - ARROW RESERVE CAPITAL MANAGEMENT ETF
ARCO, 10216032, ARCOS DORADOS HOLDINGS INC
ARCW, 31061120, ARC GROUP WORLDWIDE INC
ARCX, -10, -10
ARD, 10213029, ARDAGH GROUP S.A.
ARDC, 10319042, ARES DYNAMIC CREDIT ALLOCATION
ARDM, 20636086, ARADIGM CORP
ARDX, 20635084, ARDELYX INC
ARE, 10428068, ALEXANDRIA REAL EST EQ INC
ARE_D, -10, -10
ARES, 10319042, ARES MANAGEMENT LP
ARES_A, -10, -10
AREX, 30947102, APPROACH RESOURCES INC
ARGS, -10, -10
ARGX, 20635084, ARGEN X SE
ARH_C, -10, -10
ARI, 10428064, APOLLO COMMERCIAL REAL ESTATE FINANCE INC
ARI_C, -10, -10
ARII, 31062125, AMERICAN RAILCAR INDUSTRIES INC
ARKG, -1, ARK GENOMIC REVOLUTION MULTI-SECTOR ETF
ARKK, -1, ARK INNOVATION ETF
ARKQ, -1, ARK ETF TRUST
ARKR, 10216032, ARK RESTAURANTS CORP
ARKW, -1, ARK ETF TRUST
ARL, 10427062, AMER REALTY INVESTORS INC(NEW)
ARLP, 10104005, ALLIANCE RESOURCE PARTNERS LP
ARLZ, 20636086, ARALEZ PHARMACEUTICALS INC
ARMK, 10216032, ARAMARK
ARNA, 20635084, ARENA PHARMACEUTICALS INC
ARNC, 31061119, ARCONIC INC
ARNC_, -10, -10
ARNC_B, -10, -10
AROC, 30951106, Archrock Inc
AROW, 10320050, ARROW FINANCIAL CORP
ARQL, 20635084, ARQULE INC
ARR, 10428069, ARMOUR RESIDENTIAL REIT INC
ARR_A, -10, -10
ARR_B, -10, -10
ARRS, 31166135, ARRIS INTERNATIONAL PLC
ARRY, 20635084, ARRAY BIOPHARMA INC
ARTNA, -10, -10
ARTW, 31059116, ARTS WAY MFG INC
ARTX, 31061119, AROTECH CORPORATION
ARW, 31167142, ARROW ELECTRONICS INC
ARWR, 20635084, ARROWHEAD PHARMACEUTICALS INC.
ASA, 10319042, ASA GOLD AND PRECIOUS METALS L
ASB, 10320050, ASSOCIATED BANC-CORP
ASB-WS, -10, -10
ASB_C, -10, -10
ASB_D, -10, -10
ASC, 31062126, ARDMORE SHIPPING CORP
ASCMA, -10, -10
ASET, -1, FLEXSHARES TRUST
ASFI, 10322056, ASTA FUNDING INC
ASG, 10319042, LIBERTY ALL-STAR GROWTH FD INC
ASGN, 31057113, ASGN INC
ASH, 10103003, ASHLAND INC
ASHX, -1, DBX TR X TRACKERS HARVEST CSI 300 HDGD CHINA A SHS ETF (DE)
ASIX, 10103003, ADVANSIX INC
ASM, 10106012, AVINO SILVER & GOLD MINES LTD
ASMB, 20635084, ASSEMBLY BIOSCIENCES INC
ASML, 31169145, ASML HOLDING NV
ASNA, 10217033, ASCENA RETAIL GROUP INC
ASND, 20635084, ASCENDIS PHARMA A/S
ASPN, 10102002, ASPEN AEROGELS INC
ASPS, 31054109, ALTISOURCE PORTFOLIO SOLUTIONS SA
ASPU, 20532078, ASPEN GROUP INC
ASR, 31062123, GRUPO AEROPORT ADS (10 SR B)
ASRV, 10320050, AMERISERV FINANCIAL INC
ASRVP, -10, -10
AST, 20635084, ASTERIAS BIOTHERAPEUTICS INC
ASTC, 31052107, ASTROTECH CORP
ASTE, 31059116, ASTEC INDUSTRIES INC
ASUR, 31165133, ASURE SOFTWARE INC
ASV, 31059116, ASV HOLDINGS INC
ASX, 31169147, ASE TECHNOLOGY HOLDING CO.LTD
ASYS, 31169145, AMTECH SYSTEMS INC
AT, 20743094, ATLANTIC POWER CORP
ATAC, -10, -10
ATACR, -10, -10
ATACU, -10, -10
ATAI, 20532078, ATA INC/CHINA
ATAX, 10320052, AMERICA FIRST MULTIFAMILY INVE
ATEC, 20642093, ALPHATEC HOLDINGS INC
ATEN, 31165134, A10 NETWORKS INC
ATGE, 20532078, ADTALEM GLOBAL EDUCATION INC
ATH, 10323057, ATHENE HOLDING LTD
ATHM, 31168144, AUTOHOME INC
ATHN, 31165131, ATHENAHEALTH INC
ATHX, 20635084, ATHERSYS INC
ATI, 31061120, ALLEGHENY TECHNOLOGIES INC(NEW
ATKR, 31061119, Atkore International Group Inc
ATLC, 10322056, ATLANTICUS HOLDINGS CORP
ATLO, 10320050, AMES NATIONAL CORPORATION
ATNI, 30845100, ATN INTERNATIONAL INC
ATNM, 20635084, ACTINIUM PHARMACEUTICALS INC
ATNX, 20635084, ATHENEX INC
ATO, 20744097, ATMOS ENERGY CORP
ATOM, 31169145, ATOMERA INC
ATOS, 20640091, ATOSSA GENETICS INC
ATR, 10213029, APTAGROUP INC
ATRA, 20635084, ATARA BIOTHERAPEUTICS INC
ATRC, 20642093, ATRICURE  INC.
ATRI, 20642093, ATRION CORP
ATRO, 31052107, ASTRONICS CORP
ATRS, 20642093, ANTARES PHARMA INC
ATSG, 31062123, AIR TRANSPORT SERVICES GROUP I
ATTO, 31054109, ATENTO SA
ATTU, 31165133, ATTUNITY LTD
ATU, 31061119, ACTUANT CORP (NEW)
ATUS, 30845100, ALTICE USA INC
ATV, 10217037, ACORN INTERNATIONAL INC
ATVI, 31165130, ACTIVISION BLIZZARD INC
ATXI, 20636086, Avenue Therapeutics Inc
AU, 10106010, ANGLOGOLD ASHANTI LIMITEDADS (EA REPTG ONE ORD)
AUBN, 10320050, AUBURN NATIONAL BANCORPORATION INC
AUDC, 31166135, AUDIOCODES LTD
AUG, 10106011, AURYN RESOURCES INC
AUMN, 10106011, GOLDEN MINERALS CO
AUO, 31167141, AU OPTRONICS CP ADS (10 COM)
AUPH, 20635084, AURINIA PHARMACEUTICALS INC
AUTO, 31168144, AUTOWEB INC
AUY, 10106010, YAMANA GOLD INC
AVA, 20744095, AVISTA CORP
AVAL, 10320049, GRUPO AVAL ACCIONES Y VALORES
AVAV, 31052107, AEROVIRONMENT INC
AVB, 10428069, AVALONBAY COMMUNITIES INC
AVD, 10101001, AMERICAN VANGUARD CORP
AVDL, 20635084, AVADEL PHARMACEUTICALS PLC
AVEO, 20635084, AVEO PHARMACEUTICALS INC
AVGO, 31169147, BROADCOM INC
AVGR, 20639090, AVINGER INC
AVH, 31053108, AVIANCA HOLDINGS SA
AVHI, 10211024, AV HOMES INC
AVID, 31165130, AVID TECHNOLOGY INC
AVIR, -10, -10
AVK, 10319042, ADVENT CLAYMORE CONVERTIBLE SECS & INCM FD
AVNW, 31166135, AVIAT NETWORKS INC
AVP, 20531076, AVON PRODUCTS INC
AVT, 31167142, AVNET INC
AVX, 31167141, AVX CORP
AVXL, 20635084, ANAVEX LIFE SCIENCES CORPORATION
AVXS, -10, -10
AVY, 31061118, AVERY DENNISON CORP
AWF, 10319042, ALLIANCEBERNSTEIN GLOBAL HIGH
AWI, 10102002, ARMSTRONG WORLD INDUSTRIES INC
AWK, 20744098, AMERICAN WATER WORKS CO INC/NEW
AWP, 10319042, ABERDEEN GLOBAL PREMIER PROPERTIES FUND
AWR, 20744098, AMERICAN STATES WATER CO(HLDG
AWRE, 31165133, AWARE INC (MASS)
AWX, 31064129, AVALON HOLDINGS CRP CL A
AXAS, 30947102, ABRAXAS PETROLEUM CORP
AXDX, 20640091, ACCELERATE DIAGNOSTICS INC
AXE, 31060117, ANIXTER INTERNATIONAL INC
AXGN, 20639090, AXOGEN INC
AXL, 10209018, AMER AXLE & MANUFACTURING HLDG
AXON, -10, -10
AXP, 10322056, AMERICAN EXPRESS COMPANY
AXR, 31054109, AMREP CORP
AXS, 10325059, AXIS CAPITAL HOLDINGS LTD
AXS_D, -10, -10
